"Name","X-Coordiante","Y-Coordinate","Rotation","Value","Package"
"F1","337.500","227.000","0","fiducial","circle"
"F2","22.500","227.000","0","fiducial","circle"
"F3","22.500","20.000","0","fiducial","circle"
"F4","337.500","20.000","0","fiducial","circle"
"IC001","330.000","221.345","90","BGS12P2L6","TSLP-6-4"
"R001","329.625","219.170","0","1.5kR","0603"
"C001","331.650","220.250","0","1nF","0603"
"LED001","332.150","218.000","90","green_150060VS75000","0603"
"IC002","310.000","221.345","90","BGS12P2L6","TSLP-6-4"
"R002","309.625","219.170","0","1.5kR","0603"
"C002","311.650","220.250","0","1nF","0603"
"LED002","312.150","218.000","90","green_150060VS75000","0603"
"IC003","290.000","221.345","90","BGS12P2L6","TSLP-6-4"
"R003","289.625","219.170","0","1.5kR","0603"
"C003","291.650","220.250","0","1nF","0603"
"LED003","292.150","218.000","90","green_150060VS75000","0603"
"IC004","270.000","221.345","90","BGS12P2L6","TSLP-6-4"
"R004","269.625","219.170","0","1.5kR","0603"
"C004","271.650","220.250","0","1nF","0603"
"LED004","272.150","218.000","90","green_150060VS75000","0603"
"IC005","250.000","221.345","90","BGS12P2L6","TSLP-6-4"
"R005","249.625","219.170","0","1.5kR","0603"
"C005","251.650","220.250","0","1nF","0603"
"LED005","252.150","218.000","90","green_150060VS75000","0603"
"IC006","230.000","221.345","90","BGS12P2L6","TSLP-6-4"
"R006","229.625","219.170","0","1.5kR","0603"
"C006","231.650","220.250","0","1nF","0603"
"LED006","232.150","218.000","90","green_150060VS75000","0603"
"IC007","210.000","221.345","90","BGS12P2L6","TSLP-6-4"
"R007","209.625","219.170","0","1.5kR","0603"
"C007","211.650","220.250","0","1nF","0603"
"LED007","212.150","218.000","90","green_150060VS75000","0603"
"IC008","190.000","221.345","90","BGS12P2L6","TSLP-6-4"
"R008","189.625","219.170","0","1.5kR","0603"
"C008","191.650","220.250","0","1nF","0603"
"LED008","192.150","218.000","90","green_150060VS75000","0603"
"IC009","170.000","221.345","90","BGS12P2L6","TSLP-6-4"
"R009","169.625","219.170","0","1.5kR","0603"
"C009","171.650","220.250","0","1nF","0603"
"LED009","172.150","218.000","90","green_150060VS75000","0603"
"IC010","150.000","221.345","90","BGS12P2L6","TSLP-6-4"
"R010","149.625","219.170","0","1.5kR","0603"
"C010","151.650","220.250","0","1nF","0603"
"LED010","152.150","218.000","90","green_150060VS75000","0603"
"IC011","130.000","221.345","90","BGS12P2L6","TSLP-6-4"
"R011","129.625","219.170","0","1.5kR","0603"
"C011","131.650","220.250","0","1nF","0603"
"LED011","132.150","218.000","90","green_150060VS75000","0603"
"IC012","110.000","221.345","90","BGS12P2L6","TSLP-6-4"
"R012","109.625","219.170","0","1.5kR","0603"
"C012","111.650","220.250","0","1nF","0603"
"LED012","112.150","218.000","90","green_150060VS75000","0603"
"IC013","90.000","221.345","90","BGS12P2L6","TSLP-6-4"
"R013","89.625","219.170","0","1.5kR","0603"
"C013","91.650","220.250","0","1nF","0603"
"LED013","92.150","218.000","90","green_150060VS75000","0603"
"IC014","70.000","221.345","90","BGS12P2L6","TSLP-6-4"
"R014","69.625","219.170","0","1.5kR","0603"
"C014","71.650","220.250","0","1nF","0603"
"LED014","72.150","218.000","90","green_150060VS75000","0603"
"IC015","50.000","221.345","90","BGS12P2L6","TSLP-6-4"
"R015","49.625","219.170","0","1.5kR","0603"
"C015","51.650","220.250","0","1nF","0603"
"LED015","52.150","218.000","90","green_150060VS75000","0603"
"IC016","30.000","221.345","90","BGS12P2L6","TSLP-6-4"
"R016","29.625","219.170","0","1.5kR","0603"
"C016","31.650","220.250","0","1nF","0603"
"LED016","32.150","218.000","90","green_150060VS75000","0603"
"IC017","330.000","208.345","90","BGS12P2L6","TSLP-6-4"
"R017","329.625","206.170","0","1.5kR","0603"
"C017","331.650","207.250","0","1nF","0603"
"LED017","332.150","205.000","90","green_150060VS75000","0603"
"IC018","310.000","208.345","90","BGS12P2L6","TSLP-6-4"
"R018","309.625","206.170","0","1.5kR","0603"
"C018","311.650","207.250","0","1nF","0603"
"LED018","312.150","205.000","90","green_150060VS75000","0603"
"IC019","290.000","208.345","90","BGS12P2L6","TSLP-6-4"
"R019","289.625","206.170","0","1.5kR","0603"
"C019","291.650","207.250","0","1nF","0603"
"LED019","292.150","205.000","90","green_150060VS75000","0603"
"IC020","270.000","208.345","90","BGS12P2L6","TSLP-6-4"
"R020","269.625","206.170","0","1.5kR","0603"
"C020","271.650","207.250","0","1nF","0603"
"LED020","272.150","205.000","90","green_150060VS75000","0603"
"IC021","250.000","208.345","90","BGS12P2L6","TSLP-6-4"
"R021","249.625","206.170","0","1.5kR","0603"
"C021","251.650","207.250","0","1nF","0603"
"LED021","252.150","205.000","90","green_150060VS75000","0603"
"IC022","230.000","208.345","90","BGS12P2L6","TSLP-6-4"
"R022","229.625","206.170","0","1.5kR","0603"
"C022","231.650","207.250","0","1nF","0603"
"LED022","232.150","205.000","90","green_150060VS75000","0603"
"IC023","210.000","208.345","90","BGS12P2L6","TSLP-6-4"
"R023","209.625","206.170","0","1.5kR","0603"
"C023","211.650","207.250","0","1nF","0603"
"LED023","212.150","205.000","90","green_150060VS75000","0603"
"IC024","190.000","208.345","90","BGS12P2L6","TSLP-6-4"
"R024","189.625","206.170","0","1.5kR","0603"
"C024","191.650","207.250","0","1nF","0603"
"LED024","192.150","205.000","90","green_150060VS75000","0603"
"IC025","170.000","208.345","90","BGS12P2L6","TSLP-6-4"
"R025","169.625","206.170","0","1.5kR","0603"
"C025","171.650","207.250","0","1nF","0603"
"LED025","172.150","205.000","90","green_150060VS75000","0603"
"IC026","150.000","208.345","90","BGS12P2L6","TSLP-6-4"
"R026","149.625","206.170","0","1.5kR","0603"
"C026","151.650","207.250","0","1nF","0603"
"LED026","152.150","205.000","90","green_150060VS75000","0603"
"IC027","130.000","208.345","90","BGS12P2L6","TSLP-6-4"
"R027","129.625","206.170","0","1.5kR","0603"
"C027","131.650","207.250","0","1nF","0603"
"LED027","132.150","205.000","90","green_150060VS75000","0603"
"IC028","110.000","208.345","90","BGS12P2L6","TSLP-6-4"
"R028","109.625","206.170","0","1.5kR","0603"
"C028","111.650","207.250","0","1nF","0603"
"LED028","112.150","205.000","90","green_150060VS75000","0603"
"IC029","90.000","208.345","90","BGS12P2L6","TSLP-6-4"
"R029","89.625","206.170","0","1.5kR","0603"
"C029","91.650","207.250","0","1nF","0603"
"LED029","92.150","205.000","90","green_150060VS75000","0603"
"IC030","70.000","208.345","90","BGS12P2L6","TSLP-6-4"
"R030","69.625","206.170","0","1.5kR","0603"
"C030","71.650","207.250","0","1nF","0603"
"LED030","72.150","205.000","90","green_150060VS75000","0603"
"IC031","50.000","208.345","90","BGS12P2L6","TSLP-6-4"
"R031","49.625","206.170","0","1.5kR","0603"
"C031","51.650","207.250","0","1nF","0603"
"LED031","52.150","205.000","90","green_150060VS75000","0603"
"IC032","30.000","208.345","90","BGS12P2L6","TSLP-6-4"
"R032","29.625","206.170","0","1.5kR","0603"
"C032","31.650","207.250","0","1nF","0603"
"LED032","32.150","205.000","90","green_150060VS75000","0603"
"IC033","330.000","195.345","90","BGS12P2L6","TSLP-6-4"
"R033","329.625","193.170","0","1.5kR","0603"
"C033","331.650","194.250","0","1nF","0603"
"LED033","332.150","192.000","90","green_150060VS75000","0603"
"IC034","310.000","195.345","90","BGS12P2L6","TSLP-6-4"
"R034","309.625","193.170","0","1.5kR","0603"
"C034","311.650","194.250","0","1nF","0603"
"LED034","312.150","192.000","90","green_150060VS75000","0603"
"IC035","290.000","195.345","90","BGS12P2L6","TSLP-6-4"
"R035","289.625","193.170","0","1.5kR","0603"
"C035","291.650","194.250","0","1nF","0603"
"LED035","292.150","192.000","90","green_150060VS75000","0603"
"IC036","270.000","195.345","90","BGS12P2L6","TSLP-6-4"
"R036","269.625","193.170","0","1.5kR","0603"
"C036","271.650","194.250","0","1nF","0603"
"LED036","272.150","192.000","90","green_150060VS75000","0603"
"IC037","250.000","195.345","90","BGS12P2L6","TSLP-6-4"
"R037","249.625","193.170","0","1.5kR","0603"
"C037","251.650","194.250","0","1nF","0603"
"LED037","252.150","192.000","90","green_150060VS75000","0603"
"IC038","230.000","195.345","90","BGS12P2L6","TSLP-6-4"
"R038","229.625","193.170","0","1.5kR","0603"
"C038","231.650","194.250","0","1nF","0603"
"LED038","232.150","192.000","90","green_150060VS75000","0603"
"IC039","210.000","195.345","90","BGS12P2L6","TSLP-6-4"
"R039","209.625","193.170","0","1.5kR","0603"
"C039","211.650","194.250","0","1nF","0603"
"LED039","212.150","192.000","90","green_150060VS75000","0603"
"IC040","190.000","195.345","90","BGS12P2L6","TSLP-6-4"
"R040","189.625","193.170","0","1.5kR","0603"
"C040","191.650","194.250","0","1nF","0603"
"LED040","192.150","192.000","90","green_150060VS75000","0603"
"IC041","170.000","195.345","90","BGS12P2L6","TSLP-6-4"
"R041","169.625","193.170","0","1.5kR","0603"
"C041","171.650","194.250","0","1nF","0603"
"LED041","172.150","192.000","90","green_150060VS75000","0603"
"IC042","150.000","195.345","90","BGS12P2L6","TSLP-6-4"
"R042","149.625","193.170","0","1.5kR","0603"
"C042","151.650","194.250","0","1nF","0603"
"LED042","152.150","192.000","90","green_150060VS75000","0603"
"IC043","130.000","195.345","90","BGS12P2L6","TSLP-6-4"
"R043","129.625","193.170","0","1.5kR","0603"
"C043","131.650","194.250","0","1nF","0603"
"LED043","132.150","192.000","90","green_150060VS75000","0603"
"IC044","110.000","195.345","90","BGS12P2L6","TSLP-6-4"
"R044","109.625","193.170","0","1.5kR","0603"
"C044","111.650","194.250","0","1nF","0603"
"LED044","112.150","192.000","90","green_150060VS75000","0603"
"IC045","90.000","195.345","90","BGS12P2L6","TSLP-6-4"
"R045","89.625","193.170","0","1.5kR","0603"
"C045","91.650","194.250","0","1nF","0603"
"LED045","92.150","192.000","90","green_150060VS75000","0603"
"IC046","70.000","195.345","90","BGS12P2L6","TSLP-6-4"
"R046","69.625","193.170","0","1.5kR","0603"
"C046","71.650","194.250","0","1nF","0603"
"LED046","72.150","192.000","90","green_150060VS75000","0603"
"IC047","50.000","195.345","90","BGS12P2L6","TSLP-6-4"
"R047","49.625","193.170","0","1.5kR","0603"
"C047","51.650","194.250","0","1nF","0603"
"LED047","52.150","192.000","90","green_150060VS75000","0603"
"IC048","30.000","195.345","90","BGS12P2L6","TSLP-6-4"
"R048","29.625","193.170","0","1.5kR","0603"
"C048","31.650","194.250","0","1nF","0603"
"LED048","32.150","192.000","90","green_150060VS75000","0603"
"IC049","330.000","182.345","90","BGS12P2L6","TSLP-6-4"
"R049","329.625","180.170","0","1.5kR","0603"
"C049","331.650","181.250","0","1nF","0603"
"LED049","332.150","179.000","90","green_150060VS75000","0603"
"IC050","310.000","182.345","90","BGS12P2L6","TSLP-6-4"
"R050","309.625","180.170","0","1.5kR","0603"
"C050","311.650","181.250","0","1nF","0603"
"LED050","312.150","179.000","90","green_150060VS75000","0603"
"IC051","290.000","182.345","90","BGS12P2L6","TSLP-6-4"
"R051","289.625","180.170","0","1.5kR","0603"
"C051","291.650","181.250","0","1nF","0603"
"LED051","292.150","179.000","90","green_150060VS75000","0603"
"IC052","270.000","182.345","90","BGS12P2L6","TSLP-6-4"
"R052","269.625","180.170","0","1.5kR","0603"
"C052","271.650","181.250","0","1nF","0603"
"LED052","272.150","179.000","90","green_150060VS75000","0603"
"IC053","250.000","182.345","90","BGS12P2L6","TSLP-6-4"
"R053","249.625","180.170","0","1.5kR","0603"
"C053","251.650","181.250","0","1nF","0603"
"LED053","252.150","179.000","90","green_150060VS75000","0603"
"IC054","230.000","182.345","90","BGS12P2L6","TSLP-6-4"
"R054","229.625","180.170","0","1.5kR","0603"
"C054","231.650","181.250","0","1nF","0603"
"LED054","232.150","179.000","90","green_150060VS75000","0603"
"IC055","210.000","182.345","90","BGS12P2L6","TSLP-6-4"
"R055","209.625","180.170","0","1.5kR","0603"
"C055","211.650","181.250","0","1nF","0603"
"LED055","212.150","179.000","90","green_150060VS75000","0603"
"IC056","190.000","182.345","90","BGS12P2L6","TSLP-6-4"
"R056","189.625","180.170","0","1.5kR","0603"
"C056","191.650","181.250","0","1nF","0603"
"LED056","192.150","179.000","90","green_150060VS75000","0603"
"IC057","170.000","182.345","90","BGS12P2L6","TSLP-6-4"
"R057","169.625","180.170","0","1.5kR","0603"
"C057","171.650","181.250","0","1nF","0603"
"LED057","172.150","179.000","90","green_150060VS75000","0603"
"IC058","150.000","182.345","90","BGS12P2L6","TSLP-6-4"
"R058","149.625","180.170","0","1.5kR","0603"
"C058","151.650","181.250","0","1nF","0603"
"LED058","152.150","179.000","90","green_150060VS75000","0603"
"IC059","130.000","182.345","90","BGS12P2L6","TSLP-6-4"
"R059","129.625","180.170","0","1.5kR","0603"
"C059","131.650","181.250","0","1nF","0603"
"LED059","132.150","179.000","90","green_150060VS75000","0603"
"IC060","110.000","182.345","90","BGS12P2L6","TSLP-6-4"
"R060","109.625","180.170","0","1.5kR","0603"
"C060","111.650","181.250","0","1nF","0603"
"LED060","112.150","179.000","90","green_150060VS75000","0603"
"IC061","90.000","182.345","90","BGS12P2L6","TSLP-6-4"
"R061","89.625","180.170","0","1.5kR","0603"
"C061","91.650","181.250","0","1nF","0603"
"LED061","92.150","179.000","90","green_150060VS75000","0603"
"IC062","70.000","182.345","90","BGS12P2L6","TSLP-6-4"
"R062","69.625","180.170","0","1.5kR","0603"
"C062","71.650","181.250","0","1nF","0603"
"LED062","72.150","179.000","90","green_150060VS75000","0603"
"IC063","50.000","182.345","90","BGS12P2L6","TSLP-6-4"
"R063","49.625","180.170","0","1.5kR","0603"
"C063","51.650","181.250","0","1nF","0603"
"LED063","52.150","179.000","90","green_150060VS75000","0603"
"IC064","30.000","182.345","90","BGS12P2L6","TSLP-6-4"
"R064","29.625","180.170","0","1.5kR","0603"
"C064","31.650","181.250","0","1nF","0603"
"LED064","32.150","179.000","90","green_150060VS75000","0603"
"IC065","330.000","169.345","90","BGS12P2L6","TSLP-6-4"
"R065","329.625","167.170","0","1.5kR","0603"
"C065","331.650","168.250","0","1nF","0603"
"LED065","332.150","166.000","90","green_150060VS75000","0603"
"IC066","310.000","169.345","90","BGS12P2L6","TSLP-6-4"
"R066","309.625","167.170","0","1.5kR","0603"
"C066","311.650","168.250","0","1nF","0603"
"LED066","312.150","166.000","90","green_150060VS75000","0603"
"IC067","290.000","169.345","90","BGS12P2L6","TSLP-6-4"
"R067","289.625","167.170","0","1.5kR","0603"
"C067","291.650","168.250","0","1nF","0603"
"LED067","292.150","166.000","90","green_150060VS75000","0603"
"IC068","270.000","169.345","90","BGS12P2L6","TSLP-6-4"
"R068","269.625","167.170","0","1.5kR","0603"
"C068","271.650","168.250","0","1nF","0603"
"LED068","272.150","166.000","90","green_150060VS75000","0603"
"IC069","250.000","169.345","90","BGS12P2L6","TSLP-6-4"
"R069","249.625","167.170","0","1.5kR","0603"
"C069","251.650","168.250","0","1nF","0603"
"LED069","252.150","166.000","90","green_150060VS75000","0603"
"IC070","230.000","169.345","90","BGS12P2L6","TSLP-6-4"
"R070","229.625","167.170","0","1.5kR","0603"
"C070","231.650","168.250","0","1nF","0603"
"LED070","232.150","166.000","90","green_150060VS75000","0603"
"IC071","210.000","169.345","90","BGS12P2L6","TSLP-6-4"
"R071","209.625","167.170","0","1.5kR","0603"
"C071","211.650","168.250","0","1nF","0603"
"LED071","212.150","166.000","90","green_150060VS75000","0603"
"IC072","190.000","169.345","90","BGS12P2L6","TSLP-6-4"
"R072","189.625","167.170","0","1.5kR","0603"
"C072","191.650","168.250","0","1nF","0603"
"LED072","192.150","166.000","90","green_150060VS75000","0603"
"IC073","170.000","169.345","90","BGS12P2L6","TSLP-6-4"
"R073","169.625","167.170","0","1.5kR","0603"
"C073","171.650","168.250","0","1nF","0603"
"LED073","172.150","166.000","90","green_150060VS75000","0603"
"IC074","150.000","169.345","90","BGS12P2L6","TSLP-6-4"
"R074","149.625","167.170","0","1.5kR","0603"
"C074","151.650","168.250","0","1nF","0603"
"LED074","152.150","166.000","90","green_150060VS75000","0603"
"IC075","130.000","169.345","90","BGS12P2L6","TSLP-6-4"
"R075","129.625","167.170","0","1.5kR","0603"
"C075","131.650","168.250","0","1nF","0603"
"LED075","132.150","166.000","90","green_150060VS75000","0603"
"IC076","110.000","169.345","90","BGS12P2L6","TSLP-6-4"
"R076","109.625","167.170","0","1.5kR","0603"
"C076","111.650","168.250","0","1nF","0603"
"LED076","112.150","166.000","90","green_150060VS75000","0603"
"IC077","90.000","169.345","90","BGS12P2L6","TSLP-6-4"
"R077","89.625","167.170","0","1.5kR","0603"
"C077","91.650","168.250","0","1nF","0603"
"LED077","92.150","166.000","90","green_150060VS75000","0603"
"IC078","70.000","169.345","90","BGS12P2L6","TSLP-6-4"
"R078","69.625","167.170","0","1.5kR","0603"
"C078","71.650","168.250","0","1nF","0603"
"LED078","72.150","166.000","90","green_150060VS75000","0603"
"IC079","50.000","169.345","90","BGS12P2L6","TSLP-6-4"
"R079","49.625","167.170","0","1.5kR","0603"
"C079","51.650","168.250","0","1nF","0603"
"LED079","52.150","166.000","90","green_150060VS75000","0603"
"IC080","30.000","169.345","90","BGS12P2L6","TSLP-6-4"
"R080","29.625","167.170","0","1.5kR","0603"
"C080","31.650","168.250","0","1nF","0603"
"LED080","32.150","166.000","90","green_150060VS75000","0603"
"IC081","330.000","156.345","90","BGS12P2L6","TSLP-6-4"
"R081","329.625","154.170","0","1.5kR","0603"
"C081","331.650","155.250","0","1nF","0603"
"LED081","332.150","153.000","90","green_150060VS75000","0603"
"IC082","310.000","156.345","90","BGS12P2L6","TSLP-6-4"
"R082","309.625","154.170","0","1.5kR","0603"
"C082","311.650","155.250","0","1nF","0603"
"LED082","312.150","153.000","90","green_150060VS75000","0603"
"IC083","290.000","156.345","90","BGS12P2L6","TSLP-6-4"
"R083","289.625","154.170","0","1.5kR","0603"
"C083","291.650","155.250","0","1nF","0603"
"LED083","292.150","153.000","90","green_150060VS75000","0603"
"IC084","270.000","156.345","90","BGS12P2L6","TSLP-6-4"
"R084","269.625","154.170","0","1.5kR","0603"
"C084","271.650","155.250","0","1nF","0603"
"LED084","272.150","153.000","90","green_150060VS75000","0603"
"IC085","250.000","156.345","90","BGS12P2L6","TSLP-6-4"
"R085","249.625","154.170","0","1.5kR","0603"
"C085","251.650","155.250","0","1nF","0603"
"LED085","252.150","153.000","90","green_150060VS75000","0603"
"IC086","230.000","156.345","90","BGS12P2L6","TSLP-6-4"
"R086","229.625","154.170","0","1.5kR","0603"
"C086","231.650","155.250","0","1nF","0603"
"LED086","232.150","153.000","90","green_150060VS75000","0603"
"IC087","210.000","156.345","90","BGS12P2L6","TSLP-6-4"
"R087","209.625","154.170","0","1.5kR","0603"
"C087","211.650","155.250","0","1nF","0603"
"LED087","212.150","153.000","90","green_150060VS75000","0603"
"IC088","190.000","156.345","90","BGS12P2L6","TSLP-6-4"
"R088","189.625","154.170","0","1.5kR","0603"
"C088","191.650","155.250","0","1nF","0603"
"LED088","192.150","153.000","90","green_150060VS75000","0603"
"IC089","170.000","156.345","90","BGS12P2L6","TSLP-6-4"
"R089","169.625","154.170","0","1.5kR","0603"
"C089","171.650","155.250","0","1nF","0603"
"LED089","172.150","153.000","90","green_150060VS75000","0603"
"IC090","150.000","156.345","90","BGS12P2L6","TSLP-6-4"
"R090","149.625","154.170","0","1.5kR","0603"
"C090","151.650","155.250","0","1nF","0603"
"LED090","152.150","153.000","90","green_150060VS75000","0603"
"IC091","130.000","156.345","90","BGS12P2L6","TSLP-6-4"
"R091","129.625","154.170","0","1.5kR","0603"
"C091","131.650","155.250","0","1nF","0603"
"LED091","132.150","153.000","90","green_150060VS75000","0603"
"IC092","110.000","156.345","90","BGS12P2L6","TSLP-6-4"
"R092","109.625","154.170","0","1.5kR","0603"
"C092","111.650","155.250","0","1nF","0603"
"LED092","112.150","153.000","90","green_150060VS75000","0603"
"IC093","90.000","156.345","90","BGS12P2L6","TSLP-6-4"
"R093","89.625","154.170","0","1.5kR","0603"
"C093","91.650","155.250","0","1nF","0603"
"LED093","92.150","153.000","90","green_150060VS75000","0603"
"IC094","70.000","156.345","90","BGS12P2L6","TSLP-6-4"
"R094","69.625","154.170","0","1.5kR","0603"
"C094","71.650","155.250","0","1nF","0603"
"LED094","72.150","153.000","90","green_150060VS75000","0603"
"IC095","50.000","156.345","90","BGS12P2L6","TSLP-6-4"
"R095","49.625","154.170","0","1.5kR","0603"
"C095","51.650","155.250","0","1nF","0603"
"LED095","52.150","153.000","90","green_150060VS75000","0603"
"IC096","30.000","156.345","90","BGS12P2L6","TSLP-6-4"
"R096","29.625","154.170","0","1.5kR","0603"
"C096","31.650","155.250","0","1nF","0603"
"LED096","32.150","153.000","90","green_150060VS75000","0603"
"IC097","330.000","143.345","90","BGS12P2L6","TSLP-6-4"
"R097","329.625","141.170","0","1.5kR","0603"
"C097","331.650","142.250","0","1nF","0603"
"LED097","332.150","140.000","90","green_150060VS75000","0603"
"IC098","310.000","143.345","90","BGS12P2L6","TSLP-6-4"
"R098","309.625","141.170","0","1.5kR","0603"
"C098","311.650","142.250","0","1nF","0603"
"LED098","312.150","140.000","90","green_150060VS75000","0603"
"IC099","290.000","143.345","90","BGS12P2L6","TSLP-6-4"
"R099","289.625","141.170","0","1.5kR","0603"
"C099","291.650","142.250","0","1nF","0603"
"LED099","292.150","140.000","90","green_150060VS75000","0603"
"IC100","270.000","143.345","90","BGS12P2L6","TSLP-6-4"
"R100","269.625","141.170","0","1.5kR","0603"
"C100","271.650","142.250","0","1nF","0603"
"LED100","272.150","140.000","90","green_150060VS75000","0603"
"IC101","250.000","143.345","90","BGS12P2L6","TSLP-6-4"
"R101","249.625","141.170","0","1.5kR","0603"
"C101","251.650","142.250","0","1nF","0603"
"LED101","252.150","140.000","90","green_150060VS75000","0603"
"IC102","230.000","143.345","90","BGS12P2L6","TSLP-6-4"
"R102","229.625","141.170","0","1.5kR","0603"
"C102","231.650","142.250","0","1nF","0603"
"LED102","232.150","140.000","90","green_150060VS75000","0603"
"IC103","210.000","143.345","90","BGS12P2L6","TSLP-6-4"
"R103","209.625","141.170","0","1.5kR","0603"
"C103","211.650","142.250","0","1nF","0603"
"LED103","212.150","140.000","90","green_150060VS75000","0603"
"IC104","190.000","143.345","90","BGS12P2L6","TSLP-6-4"
"R104","189.625","141.170","0","1.5kR","0603"
"C104","191.650","142.250","0","1nF","0603"
"LED104","192.150","140.000","90","green_150060VS75000","0603"
"IC105","170.000","143.345","90","BGS12P2L6","TSLP-6-4"
"R105","169.625","141.170","0","1.5kR","0603"
"C105","171.650","142.250","0","1nF","0603"
"LED105","172.150","140.000","90","green_150060VS75000","0603"
"IC106","150.000","143.345","90","BGS12P2L6","TSLP-6-4"
"R106","149.625","141.170","0","1.5kR","0603"
"C106","151.650","142.250","0","1nF","0603"
"LED106","152.150","140.000","90","green_150060VS75000","0603"
"IC107","130.000","143.345","90","BGS12P2L6","TSLP-6-4"
"R107","129.625","141.170","0","1.5kR","0603"
"C107","131.650","142.250","0","1nF","0603"
"LED107","132.150","140.000","90","green_150060VS75000","0603"
"IC108","110.000","143.345","90","BGS12P2L6","TSLP-6-4"
"R108","109.625","141.170","0","1.5kR","0603"
"C108","111.650","142.250","0","1nF","0603"
"LED108","112.150","140.000","90","green_150060VS75000","0603"
"IC109","90.000","143.345","90","BGS12P2L6","TSLP-6-4"
"R109","89.625","141.170","0","1.5kR","0603"
"C109","91.650","142.250","0","1nF","0603"
"LED109","92.150","140.000","90","green_150060VS75000","0603"
"IC110","70.000","143.345","90","BGS12P2L6","TSLP-6-4"
"R110","69.625","141.170","0","1.5kR","0603"
"C110","71.650","142.250","0","1nF","0603"
"LED110","72.150","140.000","90","green_150060VS75000","0603"
"IC111","50.000","143.345","90","BGS12P2L6","TSLP-6-4"
